advertiserNumber,advertiserCategoryIndex,budget,CPAConstraint,timeStepIndex,pValue,leastWinningCost,conversionAction
107,0,20000,62.13,15,0.041132,3.6294,0
107,0,20000,62.13,6,0.038092,3.5472,1
107,0,20000,62.13,38,0.028886,2.0866,0
107,0,20000,62.13,4,0.046126,3.8995,0
107,0,20000,62.13,16,0.001273,0.0487,0
107,0,20000,62.13,13,0.013116,0.8163,0
107,0,20000,62.13,22,0.006061,0.5517,1
107,0,20000,62.13,37,0.025465,2.013,0
107,0,20000,62.13,0,0.003056,0.1056,0
107,0,20000,62.13,31,0.011723,0.9794,0
107,0,20000,62.13,22,0.035424,2.7357,0
107,0,20000,62.13,12,0.010796,0.7855,0
107,0,20000,62.13,43,0.005595,0.2732,0
107,0,20000,62.13,40,0.017019,0.5558,0
107,0,20000,62.13,5,0.001173,0.0688,0
107,0,20000,62.13,33,0.033635,1.1489,0
107,0,20000,62.13,10,0.017219,1.2765,0
107,0,20000,62.13,16,0.002547,0.1372,0
107,0,20000,62.13,0,0.001639,0.0945,0
107,0,20000,62.13,42,0.022714,1.2902,0
107,0,20000,62.13,33,0.022252,1.8136,0
107,0,20000,62.13,5,0.001711,0.1094,0
107,0,20000,62.13,7,0.004936,0.329,0
107,0,20000,62.13,27,0.001926,0.0842,0
107,0,20000,62.13,26,0.020896,1.1895,0
107,0,20000,62.13,18,0.001478,0.1324,0
107,0,20000,62.13,32,0.041316,2.7839,0
107,0,20000,62.13,3,0.004218,0.1814,0
107,0,20000,62.13,35,0.012111,1.0552,0
107,0,20000,62.13,24,0.03011,2.1939,0
107,0,20000,62.13,46,0.000299,0.011,0
107,0,20000,62.13,43,0.006025,0.3649,0
107,0,20000,62.13,5,0.000747,0.0406,0
107,0,20000,62.13,29,0.006168,0.2112,0
107,0,20000,62.13,15,0.000523,0.0297,0
107,0,20000,62.13,28,0.002677,0.1244,0
107,0,20000,62.13,37,0.010617,0.6093,0
107,0,20000,62.13,29,0.000792,0.0492,0
107,0,20000,62.13,20,0.040855,3.3544,0
107,0,20000,62.13,12,0.017834,1.1798,0
107,0,20000,62.13,38,0.002866,0.2597,0
107,0,20000,62.13,13,0.028977,2.374,0
107,0,20000,62.13,9,0.013457,0.8409,0
107,0,20000,62.13,3,0.019966,1.5888,0
107,0,20000,62.13,43,0.011396,0.7819,0
107,0,20000,62.13,33,0.047774,3.5238,0
107,0,20000,62.13,34,0.002004,0.1051,0
107,0,20000,62.13,20,0.015342,1.3485,0
107,0,20000,62.13,43,0.032224,1.1457,0
107,0,20000,62.13,42,0.006334,0.4938,0
107,0,20000,62.13,6,0.03832,3.4951,0
107,0,20000,62.13,0,0.018727,1.3872,0
107,0,20000,62.13,13,0.005827,0.4556,0
107,0,20000,62.13,29,0.066067,3.8374,0
107,0,20000,62.13,21,0.015785,0.8045,0
107,0,20000,62.13,43,0.039694,1.5017,0
107,0,20000,62.13,15,0.00901,0.7369,0
107,0,20000,62.13,42,0.01396,0.9984,0
107,0,20000,62.13,29,0.009604,0.4684,0
107,0,20000,62.13,44,0.015812,0.7638,0
107,0,20000,62.13,0,0.037415,2.9845,0
107,0,20000,62.13,20,0.003863,0.3514,0
107,0,20000,62.13,41,0.002519,0.1672,0
107,0,20000,62.13,42,0.017227,1.0433,0
107,0,20000,62.13,47,0.023026,1.5028,0
107,0,20000,62.13,9,0.01704,1.3582,0
107,0,20000,62.13,39,0.015157,0.8953,0
107,0,20000,62.13,31,0.045959,2.0649,0
107,0,20000,62.13,10,0.028401,1.5282,0
107,0,20000,62.13,18,0.026765,1.2382,0
107,0,20000,62.13,7,0.041885,2.602,0
107,0,20000,62.13,0,0.041472,2.2261,0
107,0,20000,62.13,13,0.037967,1.2971,0
107,0,20000,62.13,44,0.021487,1.0042,0
107,0,20000,62.13,34,0.016827,1.5066,0
107,0,20000,62.13,27,0.024199,1.7614,0
107,0,20000,62.13,43,0.015997,0.9548,0
107,0,20000,62.13,22,0.009773,0.8822,0
107,0,20000,62.13,30,0.001592,0.1144,0
107,0,20000,62.13,10,0.003548,0.2746,0
107,0,20000,62.13,1,0.047577,3.9068,0
107,0,20000,62.13,37,0.026757,1.9983,0
107,0,20000,62.13,44,0.043328,1.6032,0
107,0,20000,62.13,0,0.072935,3.9634,0
107,0,20000,62.13,13,0.023613,2.1166,0
107,0,20000,62.13,3,0.002186,0.1323,0
107,0,20000,62.13,2,0.005047,0.3664,0
107,0,20000,62.13,17,0.008579,0.7822,0
107,0,20000,62.13,29,0.003713,0.2291,0
107,0,20000,62.13,34,0.000559,0.0381,0
107,0,20000,62.13,47,0.034063,3.1114,0
107,0,20000,62.13,29,0.112822,7.9209,1
107,0,20000,62.13,43,0.00183,0.125,0
107,0,20000,62.13,33,0.026337,1.0199,0
107,0,20000,62.13,6,0.023271,1.5059,0
107,0,20000,62.13,5,0.00161,0.1437,0
107,0,20000,62.13,32,0.030599,1.8307,0
107,0,20000,62.13,26,0.012417,0.585,0
107,0,20000,62.13,26,0.005666,0.1851,0
107,0,20000,62.13,1,0.004942,0.2081,0
107,0,20000,62.13,15,0.005007,0.3421,0
107,0,20000,62.13,39,0.050874,4.2706,0
107,0,20000,62.13,16,0.002043,0.1055,0
107,0,20000,62.13,40,0.04242,2.8314,0
107,0,20000,62.13,10,0.105963,9.491,0
107,0,20000,62.13,22,0.010406,0.3392,0
107,0,20000,62.13,39,0.013237,1.1004,0
107,0,20000,62.13,26,0.006256,0.2369,0
107,0,20000,62.13,28,0.003384,0.2558,0
107,0,20000,62.13,14,0.007841,0.4366,0
107,0,20000,62.13,17,0.098877,9.1221,0
107,0,20000,62.13,33,0.002269,0.0888,0
107,0,20000,62.13,11,0.019796,1.5835,0
107,0,20000,62.13,40,0.012178,0.4404,0
107,0,20000,62.13,17,0.027211,1.4226,0
107,0,20000,62.13,15,0.011048,0.8229,0
107,0,20000,62.13,11,0.00194,0.07,0
107,0,20000,62.13,32,0.04216,1.9762,0
107,0,20000,62.13,26,0.005554,0.1981,0
107,0,20000,62.13,35,0.083191,6.2693,0
107,0,20000,62.13,22,0.03484,2.9203,0
107,0,20000,62.13,26,0.020498,1.7929,0
107,0,20000,62.13,22,0.023423,1.5686,0
107,0,20000,62.13,13,0.007656,0.3073,0
107,0,20000,62.13,34,0.046717,2.9689,0
107,0,20000,62.13,41,0.000697,0.0561,0
107,0,20000,62.13,9,0.00383,0.1724,0
107,0,20000,62.13,7,0.010328,0.4122,0
107,0,20000,62.13,43,0.071288,4.3905,0
107,0,20000,62.13,23,0.026848,2.1522,1
107,0,20000,62.13,34,0.000227,0.0161,0
107,0,20000,62.13,10,0.011679,0.5745,0
107,0,20000,62.13,37,0.000979,0.0692,0
107,0,20000,62.13,17,0.009988,0.722,0
107,0,20000,62.13,17,0.003274,0.1899,0
107,0,20000,62.13,11,0.015638,0.5086,0
107,0,20000,62.13,46,0.002294,0.0848,0
107,0,20000,62.13,47,0.012736,0.7041,0
107,0,20000,62.13,20,0.060377,2.5111,0
107,0,20000,62.13,24,0.00798,0.3604,0
107,0,20000,62.13,27,0.030137,1.7946,0
107,0,20000,62.13,40,0.032102,1.0274,0
107,0,20000,62.13,27,0.029505,1.3157,0
107,0,20000,62.13,36,0.006834,0.41,0
107,0,20000,62.13,34,0.000299,0.0172,0
107,0,20000,62.13,14,0.011424,0.5289,0
107,0,20000,62.13,3,0.005977,0.334,0
107,0,20000,62.13,41,0.028137,1.7528,0
107,0,20000,62.13,5,0.006201,0.46,0
107,0,20000,62.13,41,0.018811,1.1066,0
107,0,20000,62.13,23,0.002462,0.2054,0
107,0,20000,62.13,13,0.009855,0.832,0
107,0,20000,62.13,34,0.014011,0.555,0
107,0,20000,62.13,18,0.004305,0.1406,0
107,0,20000,62.13,45,0.006107,0.2018,0
107,0,20000,62.13,34,0.014721,0.84,0
107,0,20000,62.13,16,0.039473,2.0218,0
107,0,20000,62.13,0,0.000116,0.0053,0
107,0,20000,62.13,18,0.020183,0.9886,0
107,0,20000,62.13,33,0.009466,0.3184,0
107,0,20000,62.13,35,0.046466,3.6208,0
107,0,20000,62.13,30,0.033222,2.0095,0
107,0,20000,62.13,18,0.001944,0.0648,0
107,0,20000,62.13,26,0.014344,0.5909,0
107,0,20000,62.13,21,0.004371,0.2474,0
107,0,20000,62.13,39,0.019342,1.7507,0
107,0,20000,62.13,2,0.059994,2.3929,0
107,0,20000,62.13,9,0.010174,0.6546,0
107,0,20000,62.13,0,0.01916,1.405,0
107,0,20000,62.13,10,0.010763,0.7453,0
107,0,20000,62.13,37,0.025376,1.5514,0
107,0,20000,62.13,36,0.003005,0.1199,0
107,0,20000,62.13,2,0.002984,0.1775,0
107,0,20000,62.13,18,0.003214,0.1387,0
107,0,20000,62.13,31,0.021133,1.0281,0
107,0,20000,62.13,31,0.01688,1.5727,0
107,0,20000,62.13,46,0.000269,0.0159,0
107,0,20000,62.13,1,0.077483,2.8346,0
107,0,20000,62.13,37,0.006933,0.2769,0
107,0,20000,62.13,44,0.003032,0.1184,0
107,0,20000,62.13,4,0.014797,0.572,0
107,0,20000,62.13,28,0.019515,1.8012,0
107,0,20000,62.13,42,0.002596,0.2177,0
107,0,20000,62.13,15,0.030859,2.4148,0
107,0,20000,62.13,11,0.051097,2.3547,0
107,0,20000,62.13,16,0.041481,1.3488,0
107,0,20000,62.13,6,0.000322,0.0128,0
107,0,20000,62.13,13,0.014634,0.9887,0
107,0,20000,62.13,31,0.012013,1.0694,0
107,0,20000,62.13,37,0.011971,0.5987,0
107,0,20000,62.13,40,0.009803,0.8487,0
107,0,20000,62.13,26,0.009727,0.7866,0
107,0,20000,62.13,14,0.002044,0.0808,0
107,0,20000,62.13,24,0.024942,1.5007,0
107,0,20000,62.13,5,0.011034,0.4822,0
107,0,20000,62.13,43,0.050128,3.4867,0
107,0,20000,62.13,28,0.019746,0.6626,0
107,0,20000,62.13,28,0.007289,0.3706,0
107,0,20000,62.13,21,0.005451,0.2831,0
107,0,20000,62.13,6,0.012688,0.4663,0
107,0,20000,62.13,8,0.073926,4.6667,1
107,0,20000,62.13,24,0.037917,3.0731,0
107,0,20000,62.13,12,0.017523,0.9979,0
107,0,20000,62.13,44,0.047962,4.406,0
107,0,20000,62.13,8,0.044044,2.2513,0
107,0,20000,62.13,31,0.02386,1.3642,0
107,0,20000,62.13,29,0.014405,1.3354,0
107,0,20000,62.13,1,0.01215,0.8894,0
107,0,20000,62.13,31,0.048649,1.9534,0
107,0,20000,62.13,44,0.027806,1.456,0
107,0,20000,62.13,28,0.003523,0.2829,0
107,0,20000,62.13,31,0.054567,2.632,1
107,0,20000,62.13,5,0.000569,0.0371,0
107,0,20000,62.13,5,0.00711,0.4771,0
107,0,20000,62.13,8,0.006727,0.3913,0
107,0,20000,62.13,28,0.033388,1.0782,0
107,0,20000,62.13,0,0.040515,3.1386,0
107,0,20000,62.13,9,0.02656,2.2349,0
107,0,20000,62.13,29,0.037423,1.3124,0
107,0,20000,62.13,25,0.002073,0.1096,0
107,0,20000,62.13,8,0.007334,0.4107,0
107,0,20000,62.13,1,0.012151,1.0438,0
107,0,20000,62.13,4,0.031341,1.5266,0
107,0,20000,62.13,21,0.001058,0.0337,0
107,0,20000,62.13,3,0.001334,0.0836,0
107,0,20000,62.13,8,0.00653,0.2077,0
107,0,20000,62.13,11,0.001388,0.1056,0
107,0,20000,62.13,29,0.043796,2.5079,0
107,0,20000,62.13,17,0.015359,0.5215,0
107,0,20000,62.13,15,0.004956,0.368,0
107,0,20000,62.13,36,0.012017,0.986,0
107,0,20000,62.13,12,0.008401,0.4566,0
107,0,20000,62.13,17,0.000517,0.0282,0
107,0,20000,62.13,36,0.019038,1.6973,0
107,0,20000,62.13,6,0.001471,0.0897,0
107,0,20000,62.13,23,0.038759,1.4393,0
107,0,20000,62.13,29,0.007262,0.3029,0
107,0,20000,62.13,5,0.03873,2.3843,0
107,0,20000,62.13,26,0.008855,0.2926,0
107,0,20000,62.13,18,0.000892,0.051,0
107,0,20000,62.13,33,0.016924,0.9792,1
107,0,20000,62.13,17,0.001294,0.1128,0
107,0,20000,62.13,12,0.005923,0.1903,0
107,0,20000,62.13,29,0.005026,0.4624,0
107,0,20000,62.13,27,0.036478,1.1621,0
107,0,20000,62.13,15,0.038111,3.4575,0
107,0,20000,62.13,33,0.010825,0.6294,0
107,0,20000,62.13,23,0.015782,0.5264,0
107,0,20000,62.13,24,0.045124,2.3337,0
107,0,20000,62.13,30,0.019136,1.4638,0
107,0,20000,62.13,5,0.007783,0.3765,0
107,0,20000,62.13,35,0.012438,0.6278,0
107,0,20000,62.13,40,0.009185,0.5554,0
107,0,20000,62.13,37,0.003969,0.2613,0
107,0,20000,62.13,41,0.012931,0.997,0
107,0,20000,62.13,15,0.006931,0.532,0
107,0,20000,62.13,34,0.02439,1.8946,0
107,0,20000,62.13,44,0.002368,0.0867,0
107,0,20000,62.13,40,0.034345,1.9268,0
107,0,20000,62.13,5,0.040332,2.6458,0
107,0,20000,62.13,14,0.024731,2.0087,0
107,0,20000,62.13,37,0.042837,3.5831,0
107,0,20000,62.13,31,0.120942,5.566,1
107,0,20000,62.13,8,0.018223,0.5695,0
107,0,20000,62.13,14,0.02569,1.7201,0
107,0,20000,62.13,40,0.013037,1.0688,0
107,0,20000,62.13,12,0.002781,0.2511,0
107,0,20000,62.13,5,0.008525,0.5876,0
107,0,20000,62.13,6,0.004895,0.1675,0
107,0,20000,62.13,43,0.057604,4.3063,0
107,0,20000,62.13,22,0.041899,3.1116,0
107,0,20000,62.13,44,0.01005,0.8006,0
107,0,20000,62.13,40,0.043923,1.5632,0
107,0,20000,62.13,17,0.013693,0.7623,0
107,0,20000,62.13,26,0.012327,0.5761,0
107,0,20000,62.13,40,0.017397,0.7708,0
107,0,20000,62.13,39,0.026209,0.9276,0
107,0,20000,62.13,14,0.023263,0.8495,0
107,0,20000,62.13,37,0.025278,0.7879,0
107,0,20000,62.13,35,0.056174,4.2481,0
107,0,20000,62.13,29,0.002944,0.1796,0
107,0,20000,62.13,43,0.02726,2.0046,0
107,0,20000,62.13,38,0.08118,4.7591,0
107,0,20000,62.13,9,0.002427,0.1977,0
107,0,20000,62.13,0,0.011749,0.9432,0
107,0,20000,62.13,19,0.03555,2.7479,0
107,0,20000,62.13,15,0.003866,0.2711,0
107,0,20000,62.13,44,0.000439,0.0203,0
107,0,20000,62.13,39,0.003452,0.1356,0
107,0,20000,62.13,16,0.034501,2.1088,0
107,0,20000,62.13,44,0.051758,3.6811,0
107,0,20000,62.13,11,0.016796,0.7318,0
107,0,20000,62.13,11,0.009024,0.3069,0
107,0,20000,62.13,24,0.010059,0.408,0
107,0,20000,62.13,39,0.007891,0.505,0
107,0,20000,62.13,19,0.009827,0.6567,0
107,0,20000,62.13,28,0.054515,4.3356,0
107,0,20000,62.13,24,0.0239,0.763,0
107,0,20000,62.13,0,0.021559,1.2904,0
107,0,20000,62.13,23,0.040323,1.6487,0
107,0,20000,62.13,28,0.033095,1.9498,0
107,0,20000,62.13,42,0.003459,0.1519,0
107,0,20000,62.13,27,0.005416,0.4628,0
107,0,20000,62.13,25,0.02825,2.03,0
107,0,20000,62.13,35,0.029442,1.699,0
107,0,20000,62.13,41,0.006058,0.2679,0
107,0,20000,62.13,7,0.001299,0.1197,0
107,0,20000,62.13,31,0.033936,1.5655,0
107,0,20000,62.13,41,0.107991,5.6755,0
107,0,20000,62.13,24,0.011175,1.0291,0
107,0,20000,62.13,43,0.021003,1.2261,0
107,0,20000,62.13,27,0.000425,0.0358,0
107,0,20000,62.13,45,0.046229,3.2926,0
107,0,20000,62.13,9,0.022159,1.0079,0
107,0,20000,62.13,9,0.011871,0.8643,0
107,0,20000,62.13,31,0.016031,0.9438,0
107,0,20000,62.13,44,0.037068,1.475,0
107,0,20000,62.13,7,0.019895,1.4674,0
107,0,20000,62.13,20,0.008189,0.3032,0
107,0,20000,62.13,35,0.017046,0.5526,0
107,0,20000,62.13,42,0.001274,0.0794,0
107,0,20000,62.13,2,0.014994,1.2376,0
107,0,20000,62.13,14,0.009401,0.3557,0
107,0,20000,62.13,14,0.000394,0.0227,0
107,0,20000,62.13,17,0.002622,0.1674,0
107,0,20000,62.13,5,0.069836,6.4097,0
107,0,20000,62.13,40,0.017063,1.3224,0
107,0,20000,62.13,28,6.3e-05,0.005,0
107,0,20000,62.13,6,0.033383,2.9511,0
107,0,20000,62.13,4,0.010065,0.4459,0
107,0,20000,62.13,1,0.034861,2.6301,0
107,0,20000,62.13,19,0.007329,0.4225,0
107,0,20000,62.13,14,0.033639,1.7589,0
107,0,20000,62.13,10,0.015482,0.8058,0
107,0,20000,62.13,8,0.019028,1.3285,0
107,0,20000,62.13,41,0.001283,0.0725,0
107,0,20000,62.13,43,0.01845,1.0398,0
107,0,20000,62.13,16,0.002584,0.119,0
107,0,20000,62.13,44,0.04235,2.6627,0
107,0,20000,62.13,5,0.003778,0.2862,0
107,0,20000,62.13,41,0.042181,2.5178,0
107,0,20000,62.13,29,0.000143,0.0086,0
107,0,20000,62.13,32,0.012007,1.0348,0
107,0,20000,62.13,40,0.032168,2.1082,0
107,0,20000,62.13,23,0.028011,1.1662,0
107,0,20000,62.13,13,0.001408,0.1103,0
107,0,20000,62.13,45,0.07012,2.4919,0
107,0,20000,62.13,19,9.3e-05,0.0075,0
107,0,20000,62.13,47,0.011916,1.0349,0
107,0,20000,62.13,5,0.000875,0.0771,0
107,0,20000,62.13,11,0.000601,0.0212,0
107,0,20000,62.13,44,0.041647,1.5336,0
107,0,20000,62.13,25,0.025026,1.5987,0
107,0,20000,62.13,31,0.020773,1.8893,0
107,0,20000,62.13,18,0.010573,0.9752,0
107,0,20000,62.13,35,0.012293,0.6074,0
107,0,20000,62.13,0,0.000262,0.0191,0
107,0,20000,62.13,2,0.018412,1.2872,0
107,0,20000,62.13,16,0.003824,0.2944,0
107,0,20000,62.13,14,0.030874,2.8219,0
107,0,20000,62.13,23,0.00501,0.3578,0
107,0,20000,62.13,31,0.004453,0.3444,0
107,0,20000,62.13,11,0.002327,0.1607,0
107,0,20000,62.13,32,0.018573,0.6897,0
107,0,20000,62.13,41,0.029463,2.6503,0
107,0,20000,62.13,34,0.000836,0.0458,0
107,0,20000,62.13,28,0.037193,3.2138,0
107,0,20000,62.13,43,0.029718,2.7085,0
107,0,20000,62.13,46,0.014357,1.1728,0
107,0,20000,62.13,34,0.028331,2.5872,0
107,0,20000,62.13,44,0.014584,1.3473,0
107,0,20000,62.13,37,0.023554,1.1763,0
107,0,20000,62.13,5,0.002433,0.08,0
107,0,20000,62.13,25,0.00083,0.0296,0
107,0,20000,62.13,44,0.054124,4.563,0
107,0,20000,62.13,4,0.081098,3.8951,0
107,0,20000,62.13,36,0.050846,3.6746,0
107,0,20000,62.13,41,0.125855,10.4562,1
107,0,20000,62.13,45,0.035256,2.9489,0
107,0,20000,62.13,44,0.015381,1.3672,0
107,0,20000,62.13,42,0.003928,0.325,0
107,0,20000,62.13,15,0.001188,0.0967,0
107,0,20000,62.13,27,0.002886,0.114,0
107,0,20000,62.13,36,0.015348,0.8968,0
107,0,20000,62.13,5,0.028255,1.1826,0
107,0,20000,62.13,23,0.01369,0.9484,0
107,0,20000,62.13,21,0.001291,0.0412,0
107,0,20000,62.13,35,0.004435,0.3955,0
107,0,20000,62.13,11,0.051501,2.2487,0
107,0,20000,62.13,4,0.031663,2.9373,0
107,0,20000,62.13,2,0.070204,4.9505,0
107,0,20000,62.13,9,0.003919,0.2921,0
107,0,20000,62.13,19,0.102744,7.5934,0
107,0,20000,62.13,17,0.001074,0.0763,0
107,0,20000,62.13,36,0.017003,0.8561,0
107,0,20000,62.13,13,0.026921,1.8062,0
107,0,20000,62.13,36,0.002335,0.1489,0
107,0,20000,62.13,25,0.016093,1.168,0
107,0,20000,62.13,12,0.015684,0.6996,0
107,0,20000,62.13,25,0.017887,1.5035,0
107,0,20000,62.13,41,0.000612,0.0383,0
107,0,20000,62.13,11,0.025574,0.8736,0
107,0,20000,62.13,16,0.027526,1.1622,0
107,0,20000,62.13,8,0.035255,3.0583,0
107,0,20000,62.13,7,0.036937,2.9055,0
107,0,20000,62.13,39,0.011311,1.0189,0
107,0,20000,62.13,12,0.005532,0.1765,0
107,0,20000,62.13,12,0.049193,2.648,0
107,0,20000,62.13,44,0.083891,7.3156,0
107,0,20000,62.13,6,0.003973,0.1827,0
107,0,20000,62.13,40,0.012186,0.837,0
107,0,20000,62.13,20,0.02011,0.9208,0
107,0,20000,62.13,7,0.048993,3.8776,0
107,0,20000,62.13,38,0.015331,1.3986,0
107,0,20000,62.13,12,0.005387,0.1688,0
107,0,20000,62.13,19,0.018755,1.4718,0
107,0,20000,62.13,5,0.030273,1.2115,0
107,0,20000,62.13,23,0.003967,0.2335,0
107,0,20000,62.13,21,0.039512,2.9785,0
107,0,20000,62.13,4,0.006021,0.2579,0
107,0,20000,62.13,3,0.026673,1.1437,0
107,0,20000,62.13,35,0.03073,1.1445,0
107,0,20000,62.13,35,0.004384,0.239,0
107,0,20000,62.13,21,0.007651,0.6348,0
107,0,20000,62.13,8,0.013073,0.5701,0
107,0,20000,62.13,45,0.008318,0.6961,0
107,0,20000,62.13,36,0.004999,0.3941,0
107,0,20000,62.13,28,0.052619,3.639,0
107,0,20000,62.13,47,0.034275,1.8288,0
107,0,20000,62.13,34,0.018609,1.4965,0
107,0,20000,62.13,13,0.001271,0.0459,0
107,0,20000,62.13,20,0.00228,0.1191,0
107,0,20000,62.13,1,0.012543,0.8764,0
107,0,20000,62.13,12,0.025402,2.0588,0
107,0,20000,62.13,47,0.001354,0.1249,0
107,0,20000,62.13,0,0.015569,0.7802,0
107,0,20000,62.13,40,0.00224,0.0892,0
107,0,20000,62.13,46,0.01368,0.7739,0
107,0,20000,62.13,17,0.00599,0.4785,0
107,0,20000,62.13,44,0.038438,2.7028,0
107,0,20000,62.13,4,0.042118,1.4782,0
107,0,20000,62.13,45,0.022787,0.8453,0
107,0,20000,62.13,40,0.012395,0.8271,0
107,0,20000,62.13,0,0.081536,4.6127,0
107,0,20000,62.13,34,0.001413,0.0734,0
107,0,20000,62.13,12,0.007643,0.4813,0
107,0,20000,62.13,18,0.019474,1.7714,0
107,0,20000,62.13,38,0.006377,0.2361,0
107,0,20000,62.13,25,0.007067,0.4882,0
107,0,20000,62.13,1,0.039434,2.021,0
107,0,20000,62.13,14,0.002347,0.1986,0
107,0,20000,62.13,42,2.3e-05,0.0018,0
107,0,20000,62.13,14,0.005668,0.4376,0
107,0,20000,62.13,33,0.026888,1.5878,0
107,0,20000,62.13,28,0.014737,1.1142,0
