advertiserNumber,advertiserCategoryIndex,budget,CPAConstraint,timeStepIndex,pValue,leastWinningCost,conversionAction
101,4,10000,95.12,16,0.006476,0.3664,0
101,4,10000,95.12,13,0.029057,3.0621,0
101,4,10000,95.12,46,0.017977,2.2271,0
101,4,10000,95.12,43,0.002669,0.2441,0
101,4,10000,95.12,35,0.011583,1.0151,0
101,4,10000,95.12,23,0.001559,0.1997,0
101,4,10000,95.12,40,0.045789,5.0988,0
101,4,10000,95.12,1,0.059207,6.4779,0
101,4,10000,95.12,38,0.003125,0.4407,0
101,4,10000,95.12,24,5.3e-05,0.0052,0
101,4,10000,95.12,6,0.007039,0.7067,0
101,4,10000,95.12,18,0.016877,1.0459,0
101,4,10000,95.12,3,0.009775,0.8008,0
101,4,10000,95.12,28,0.006195,0.7629,0
101,4,10000,95.12,14,0.018381,1.976,0
101,4,10000,95.12,41,0.000687,0.0825,0
101,4,10000,95.12,21,0.008111,1.1081,0
101,4,10000,95.12,9,0.002439,0.341,0
101,4,10000,95.12,27,3.6e-05,0.0048,0
101,4,10000,95.12,35,0.005088,0.4081,0
101,4,10000,95.12,31,0.002194,0.2907,0
101,4,10000,95.12,22,0.002438,0.2701,0
101,4,10000,95.12,20,0.009749,0.965,0
101,4,10000,95.12,6,0.003365,0.2711,0
101,4,10000,95.12,47,0.004973,0.6638,0
101,4,10000,95.12,44,0.004306,0.4068,0
101,4,10000,95.12,28,0.026629,2.1236,0
101,4,10000,95.12,26,0.003157,0.3757,0
101,4,10000,95.12,25,0.026617,2.7611,0
101,4,10000,95.12,32,0.016438,1.2389,0
101,4,10000,95.12,13,0.03142,3.6582,0
101,4,10000,95.12,13,0.019105,1.3083,0
101,4,10000,95.12,12,0.026184,3.4431,0
101,4,10000,95.12,19,0.020327,1.9245,0
101,4,10000,95.12,36,0.0009,0.0635,0
101,4,10000,95.12,19,0.034198,4.3795,0
101,4,10000,95.12,32,0.012772,1.1961,0
101,4,10000,95.12,23,0.004916,0.4885,0
101,4,10000,95.12,1,0.008268,0.9933,0
101,4,10000,95.12,15,0.050479,5.9473,0
101,4,10000,95.12,44,0.007432,0.74,0
101,4,10000,95.12,8,0.006188,0.446,0
101,4,10000,95.12,47,0.012494,1.3883,0
101,4,10000,95.12,27,0.009415,0.5519,0
101,4,10000,95.12,20,0.015887,1.5588,0
101,4,10000,95.12,10,0.019037,1.7148,0
101,4,10000,95.12,31,0.013667,1.4368,0
101,4,10000,95.12,33,0.004155,0.4497,0
101,4,10000,95.12,3,0.022983,1.9697,0
101,4,10000,95.12,1,0.007717,0.762,0
101,4,10000,95.12,10,0.044468,2.7951,0
101,4,10000,95.12,18,0.023784,2.0273,0
101,4,10000,95.12,9,0.001188,0.0728,0
101,4,10000,95.12,7,0.007839,0.9127,0
101,4,10000,95.12,7,0.042852,5.6517,0
101,4,10000,95.12,41,0.019468,2.3608,0
101,4,10000,95.12,31,0.050276,3.7645,0
101,4,10000,95.12,34,0.000252,0.0191,0
101,4,10000,95.12,23,0.039453,5.1591,0
101,4,10000,95.12,40,0.014593,1.0509,0
101,4,10000,95.12,7,0.000928,0.0795,0
101,4,10000,95.12,44,0.03361,2.8867,0
101,4,10000,95.12,38,0.00087,0.112,0
101,4,10000,95.12,21,0.027875,2.3069,0
101,4,10000,95.12,45,0.004902,0.3898,0
101,4,10000,95.12,21,0.039744,2.7854,0
101,4,10000,95.12,5,0.000279,0.0387,0
101,4,10000,95.12,34,0.035163,4.408,0
101,4,10000,95.12,11,0.019595,0.9964,0
101,4,10000,95.12,47,0.003075,0.4018,0
101,4,10000,95.12,42,0.012282,0.8145,0
101,4,10000,95.12,3,0.02966,2.5813,0
101,4,10000,95.12,40,0.045043,4.9979,0
101,4,10000,95.12,33,0.004718,0.426,0
101,4,10000,95.12,36,0.004574,0.5671,0
101,4,10000,95.12,12,0.101176,6.5886,0
101,4,10000,95.12,20,0.00698,0.9329,0
101,4,10000,95.12,16,0.015864,1.3877,0
101,4,10000,95.12,16,0.04,2.5177,0
101,4,10000,95.12,42,0.017028,1.9671,0
101,4,10000,95.12,47,0.123966,15.4002,0
101,4,10000,95.12,27,0.003472,0.2856,0
101,4,10000,95.12,39,0.004227,0.5038,0
101,4,10000,95.12,15,0.033978,3.8191,1
101,4,10000,95.12,40,0.008599,0.6695,0
101,4,10000,95.12,18,0.004518,0.6378,0
101,4,10000,95.12,36,0.024468,1.2969,0
101,4,10000,95.12,14,0.028929,3.9463,0
101,4,10000,95.12,27,0.015112,1.9026,0
101,4,10000,95.12,24,0.00305,0.191,0
101,4,10000,95.12,37,0.00734,0.6734,0
101,4,10000,95.12,46,0.005414,0.2665,0
101,4,10000,95.12,25,0.057919,5.1214,1
101,4,10000,95.12,33,0.009731,0.7617,0
101,4,10000,95.12,3,0.008425,0.863,0
101,4,10000,95.12,21,0.008056,1.0131,0
101,4,10000,95.12,23,0.063404,6.7526,0
101,4,10000,95.12,23,0.041067,2.8684,0
101,4,10000,95.12,33,0.010128,1.2854,0
101,4,10000,95.12,26,0.004207,0.293,0
101,4,10000,95.12,18,0.051958,7.3528,0
101,4,10000,95.12,7,0.02035,1.8901,0
101,4,10000,95.12,45,0.049425,5.9902,0
101,4,10000,95.12,27,0.037562,3.5193,0
101,4,10000,95.12,35,0.009667,0.9608,0
101,4,10000,95.12,24,0.000514,0.0565,0
101,4,10000,95.12,38,0.023036,2.325,0
101,4,10000,95.12,31,0.014379,0.8639,0
101,4,10000,95.12,28,0.007061,0.7487,0
101,4,10000,95.12,0,0.044477,6.1473,0
101,4,10000,95.12,6,0.029836,3.7334,0
101,4,10000,95.12,26,0.002531,0.1808,0
101,4,10000,95.12,37,0.004681,0.6393,0
101,4,10000,95.12,22,0.005729,0.3431,0
101,4,10000,95.12,30,0.031962,3.2088,0
101,4,10000,95.12,13,0.013862,1.1793,0
101,4,10000,95.12,0,0.004067,0.1977,0
101,4,10000,95.12,44,0.000436,0.0502,0
101,4,10000,95.12,21,0.010567,0.5145,0
101,4,10000,95.12,4,0.015446,1.4624,0
101,4,10000,95.12,34,0.027845,3.1085,0
101,4,10000,95.12,45,0.014197,1.9114,0
101,4,10000,95.12,28,0.003211,0.2028,0
101,4,10000,95.12,20,0.005473,0.4345,0
101,4,10000,95.12,41,0.032447,3.7455,0
101,4,10000,95.12,47,0.001348,0.1599,0
101,4,10000,95.12,13,0.001858,0.1197,0
101,4,10000,95.12,2,0.010367,0.7399,0
101,4,10000,95.12,9,0.000534,0.0397,0
101,4,10000,95.12,4,0.01255,1.4838,0
101,4,10000,95.12,29,0.00681,0.867,0
101,4,10000,95.12,32,0.009973,1.0495,0
101,4,10000,95.12,46,0.007756,0.607,0
101,4,10000,95.12,16,0.011927,1.3691,0
101,4,10000,95.12,45,0.002778,0.1403,0
101,4,10000,95.12,47,0.027619,1.515,0
101,4,10000,95.12,31,0.057425,5.8039,0
101,4,10000,95.12,45,0.007271,0.7525,0
101,4,10000,95.12,34,0.003339,0.1894,0
101,4,10000,95.12,18,0.001759,0.1607,0
101,4,10000,95.12,12,0.018372,1.7992,0
101,4,10000,95.12,7,1.2e-05,0.0013,0
101,4,10000,95.12,8,0.012719,0.9926,0
101,4,10000,95.12,3,0.011182,0.7861,0
101,4,10000,95.12,19,0.022242,1.5838,0
101,4,10000,95.12,32,0.00813,1.1003,1
101,4,10000,95.12,39,0.009138,0.5988,0
101,4,10000,95.12,36,0.003487,0.1976,0
101,4,10000,95.12,1,0.073356,9.7644,0
101,4,10000,95.12,35,0.001222,0.1475,0
101,4,10000,95.12,22,0.0161,1.7954,0
101,4,10000,95.12,5,0.028399,2.9812,0
101,4,10000,95.12,34,0.010072,0.6628,0
101,4,10000,95.12,35,0.020407,1.3904,1
101,4,10000,95.12,45,0.000939,0.0604,0
101,4,10000,95.12,23,0.008369,0.9746,0
101,4,10000,95.12,28,0.043249,2.1304,0
101,4,10000,95.12,34,0.011043,0.9807,0
101,4,10000,95.12,47,0.012396,1.7106,0
101,4,10000,95.12,2,0.060411,8.5599,1
101,4,10000,95.12,21,0.01081,0.9343,0
101,4,10000,95.12,37,0.033261,4.1479,0
101,4,10000,95.12,19,0.007349,1.008,0
101,4,10000,95.12,6,0.005282,0.2537,0
101,4,10000,95.12,26,0.007757,0.747,0
101,4,10000,95.12,4,0.018892,1.6348,0
101,4,10000,95.12,24,0.057703,5.2403,0
101,4,10000,95.12,43,0.028903,3.9129,0
101,4,10000,95.12,34,0.000911,0.051,0
101,4,10000,95.12,2,0.002013,0.1223,0
101,4,10000,95.12,33,0.005885,0.3855,0
101,4,10000,95.12,34,0.011724,1.4767,0
101,4,10000,95.12,41,0.002025,0.187,0
101,4,10000,95.12,42,0.014906,1.7405,0
101,4,10000,95.12,13,0.031611,3.6357,0
101,4,10000,95.12,14,0.012059,0.8246,0
101,4,10000,95.12,45,0.00947,0.949,0
101,4,10000,95.12,34,0.013296,0.7976,0
101,4,10000,95.12,31,0.007589,1.0623,0
101,4,10000,95.12,9,0.021392,2.3271,0
101,4,10000,95.12,45,0.076583,6.8398,0
101,4,10000,95.12,7,0.035469,4.9851,0
101,4,10000,95.12,18,0.000836,0.0534,0
101,4,10000,95.12,11,0.01087,0.6733,0
101,4,10000,95.12,20,0.016614,1.5012,0
101,4,10000,95.12,2,0.009698,0.8405,0
101,4,10000,95.12,7,0.006506,0.3851,0
101,4,10000,95.12,11,0.00735,0.469,0
101,4,10000,95.12,3,0.034301,3.9544,0
101,4,10000,95.12,29,0.029363,3.4352,0
101,4,10000,95.12,36,0.018417,1.408,0
101,4,10000,95.12,30,0.002583,0.2551,0
101,4,10000,95.12,18,0.01016,0.7217,0
101,4,10000,95.12,28,0.004921,0.3711,0
101,4,10000,95.12,34,0.003754,0.281,0
101,4,10000,95.12,29,0.022989,1.6523,0
101,4,10000,95.12,27,0.006663,0.6247,0
101,4,10000,95.12,4,0.03151,3.7488,0
101,4,10000,95.12,38,0.026573,2.7514,0
101,4,10000,95.12,43,0.037141,2.9649,0
101,4,10000,95.12,41,0.003281,0.3707,0
101,4,10000,95.12,46,0.022912,2.9318,0
101,4,10000,95.12,32,0.013979,1.8477,0
101,4,10000,95.12,40,0.052221,2.7918,0
101,4,10000,95.12,18,0.00131,0.0993,0
101,4,10000,95.12,30,0.0419,5.3663,0
101,4,10000,95.12,4,0.024145,3.2419,0
101,4,10000,95.12,8,0.000356,0.0436,0
101,4,10000,95.12,11,0.014484,1.4567,0
101,4,10000,95.12,16,0.001584,0.209,0
101,4,10000,95.12,11,0.005878,0.4142,0
101,4,10000,95.12,34,0.01356,1.443,0
101,4,10000,95.12,4,0.035263,3.9415,0
101,4,10000,95.12,24,0.049979,3.7844,0
101,4,10000,95.12,29,0.024104,2.3428,0
101,4,10000,95.12,33,0.019242,1.2788,0
101,4,10000,95.12,14,0.019284,2.0547,1
101,4,10000,95.12,8,0.031369,4.3999,0
101,4,10000,95.12,21,0.010901,1.525,0
101,4,10000,95.12,35,0.007546,0.6169,0
101,4,10000,95.12,7,0.006987,0.6458,0
101,4,10000,95.12,7,0.020725,2.3911,0
101,4,10000,95.12,47,0.017628,2.0608,0
101,4,10000,95.12,32,0.00823,1.1294,0
101,4,10000,95.12,15,0.020348,1.2503,0
101,4,10000,95.12,20,0.001702,0.2312,0
101,4,10000,95.12,17,0.027267,2.8259,0
101,4,10000,95.12,1,0.033521,1.6468,0
101,4,10000,95.12,10,0.014293,1.5409,0
101,4,10000,95.12,33,0.013755,0.8433,0
101,4,10000,95.12,32,0.033011,2.2485,1
101,4,10000,95.12,25,0.000976,0.0484,0
101,4,10000,95.12,2,0.001224,0.1665,0
101,4,10000,95.12,37,0.008209,0.449,0
101,4,10000,95.12,21,0.026523,2.924,1
101,4,10000,95.12,12,0.011159,1.2845,0
101,4,10000,95.12,24,0.006558,0.6577,0
101,4,10000,95.12,38,0.003011,0.3946,0
101,4,10000,95.12,11,0.032211,2.4527,0
101,4,10000,95.12,42,0.038016,3.5862,0
101,4,10000,95.12,23,0.004309,0.5934,0
101,4,10000,95.12,41,0.00163,0.1917,0
101,4,10000,95.12,38,0.022132,2.3319,0
101,4,10000,95.12,11,0.052402,4.6299,0
101,4,10000,95.12,30,0.039199,3.4419,0
101,4,10000,95.12,38,0.004423,0.2849,0
101,4,10000,95.12,20,0.04805,5.5296,0
101,4,10000,95.12,31,0.028049,2.8283,0
101,4,10000,95.12,35,0.005436,0.3265,0
101,4,10000,95.12,8,0.007789,0.8524,0
101,4,10000,95.12,10,0.010436,0.5763,0
101,4,10000,95.12,5,0.013561,1.5565,0
101,4,10000,95.12,39,0.016536,1.6124,0
101,4,10000,95.12,31,0.009685,1.286,0
101,4,10000,95.12,32,0.007758,0.72,0
101,4,10000,95.12,4,0.067262,4.3538,0
101,4,10000,95.12,25,0.011642,0.6238,0
101,4,10000,95.12,14,0.005795,0.2758,0
101,4,10000,95.12,27,0.025412,1.9855,0
101,4,10000,95.12,25,0.047898,6.6929,0
101,4,10000,95.12,17,0.032078,2.1883,0
101,4,10000,95.12,31,0.003679,0.368,0
101,4,10000,95.12,9,0.005286,0.5832,0
101,4,10000,95.12,26,0.00637,0.4281,0
101,4,10000,95.12,22,0.01143,1.3211,0
101,4,10000,95.12,3,0.029808,2.2704,0
101,4,10000,95.12,42,0.050986,4.3205,0
101,4,10000,95.12,10,0.003233,0.4266,0
101,4,10000,95.12,44,0.054692,5.0688,0
101,4,10000,95.12,37,0.013366,1.4729,0
101,4,10000,95.12,19,0.004927,0.5062,0
101,4,10000,95.12,0,0.002817,0.4,0
101,4,10000,95.12,10,0.020866,1.238,0
101,4,10000,95.12,11,0.000766,0.0746,0
101,4,10000,95.12,35,0.002943,0.3514,0
101,4,10000,95.12,11,0.001848,0.1925,0
101,4,10000,95.12,38,0.028384,1.6989,0
101,4,10000,95.12,37,0.01096,1.371,0
101,4,10000,95.12,14,0.019778,1.7049,0
101,4,10000,95.12,10,0.012095,1.285,0
101,4,10000,95.12,32,0.021237,1.7271,0
101,4,10000,95.12,4,0.006557,0.7419,0
101,4,10000,95.12,34,0.007758,0.7212,0
101,4,10000,95.12,7,0.007677,0.8836,0
101,4,10000,95.12,27,0.034407,4.2548,0
101,4,10000,95.12,38,0.020994,1.3029,0
101,4,10000,95.12,27,0.016442,1.1794,0
101,4,10000,95.12,38,0.025569,2.9526,0
101,4,10000,95.12,47,0.027713,3.8164,0
101,4,10000,95.12,40,0.024887,2.708,1
101,4,10000,95.12,41,0.066868,5.7955,0
101,4,10000,95.12,29,0.003632,0.3232,0
101,4,10000,95.12,1,0.020911,2.5057,0
101,4,10000,95.12,43,0.004588,0.371,0
101,4,10000,95.12,39,0.03108,4.1995,0
101,4,10000,95.12,38,0.051714,5.0941,0
101,4,10000,95.12,11,0.000554,0.0276,0
101,4,10000,95.12,1,0.026206,3.6171,0
101,4,10000,95.12,21,0.015319,1.0347,0
101,4,10000,95.12,38,0.022038,2.9541,0
101,4,10000,95.12,40,0.046638,4.4273,0
101,4,10000,95.12,5,0.02157,1.7636,0
101,4,10000,95.12,4,0.008329,0.424,0
101,4,10000,95.12,36,0.052314,4.6742,0
101,4,10000,95.12,40,0.016927,1.5675,0
101,4,10000,95.12,16,0.009383,0.6752,0
101,4,10000,95.12,20,0.031507,4.2427,0
101,4,10000,95.12,45,0.010855,1.1571,0
101,4,10000,95.12,7,0.002677,0.1662,0
101,4,10000,95.12,39,0.018983,1.1683,0
101,4,10000,95.12,9,0.043047,2.4297,0
101,4,10000,95.12,5,0.004223,0.2715,0
101,4,10000,95.12,40,0.031513,4.0215,0
101,4,10000,95.12,39,0.0176,1.8682,0
101,4,10000,95.12,34,0.026362,2.9952,0
101,4,10000,95.12,38,0.008437,0.5347,0
101,4,10000,95.12,18,0.005557,0.5476,0
101,4,10000,95.12,8,0.00328,0.4313,0
101,4,10000,95.12,3,0.004294,0.2893,0
101,4,10000,95.12,13,0.04351,2.1405,0
101,4,10000,95.12,5,0.00082,0.0992,0
101,4,10000,95.12,28,0.024985,2.4747,0
101,4,10000,95.12,3,0.03338,4.2739,1
101,4,10000,95.12,6,0.014374,0.9433,0
101,4,10000,95.12,35,0.017748,1.2082,0
101,4,10000,95.12,3,0.042988,2.4556,0
101,4,10000,95.12,14,0.006022,0.651,0
101,4,10000,95.12,40,0.050708,7.1357,0
101,4,10000,95.12,21,0.001339,0.0977,0
101,4,10000,95.12,31,0.015102,2.0322,1
101,4,10000,95.12,4,0.009365,1.0456,0
101,4,10000,95.12,2,0.014813,0.9315,0
101,4,10000,95.12,34,0.012085,1.0365,0
101,4,10000,95.12,39,0.038017,3.6863,0
101,4,10000,95.12,22,6.7e-05,0.0072,0
101,4,10000,95.12,39,0.00536,0.2655,0
101,4,10000,95.12,19,0.053988,6.3152,0
101,4,10000,95.12,44,0.00187,0.1829,0
101,4,10000,95.12,5,0.034521,2.6469,0
101,4,10000,95.12,26,0.012635,1.0846,0
101,4,10000,95.12,3,0.001869,0.1756,0
101,4,10000,95.12,47,0.021289,2.9334,0
101,4,10000,95.12,47,0.021399,2.2301,0
101,4,10000,95.12,19,0.032059,3.3209,0
101,4,10000,95.12,20,0.000907,0.0716,0
101,4,10000,95.12,22,0.002046,0.1105,0
101,4,10000,95.12,23,0.024689,1.4,0
101,4,10000,95.12,28,0.04566,5.5202,0
101,4,10000,95.12,3,0.00676,0.9044,0
101,4,10000,95.12,30,0.016757,1.2562,0
101,4,10000,95.12,18,0.082036,6.4203,0
101,4,10000,95.12,30,0.014596,0.8987,0
101,4,10000,95.12,9,0.006507,0.6085,0
101,4,10000,95.12,14,0.06056,4.2223,0
101,4,10000,95.12,12,0.037576,4.0285,0
101,4,10000,95.12,9,0.015845,1.5014,0
101,4,10000,95.12,35,0.025291,1.9963,0
101,4,10000,95.12,35,0.028035,1.8288,0
101,4,10000,95.12,36,0.020991,2.6114,0
101,4,10000,95.12,47,0.036204,3.9495,0
101,4,10000,95.12,6,0.104453,11.0897,0
101,4,10000,95.12,45,0.013239,0.7184,0
101,4,10000,95.12,24,0.011737,0.7445,0
101,4,10000,95.12,34,0.029323,1.6245,0
101,4,10000,95.12,24,0.011598,0.8059,0
101,4,10000,95.12,1,0.043001,5.6369,0
101,4,10000,95.12,0,0.016233,1.1807,0
101,4,10000,95.12,10,0.017234,1.235,0
101,4,10000,95.12,15,0.012705,1.6505,0
101,4,10000,95.12,15,0.005475,0.6421,0
101,4,10000,95.12,15,0.009413,1.2361,0
101,4,10000,95.12,6,0.000513,0.0692,0
101,4,10000,95.12,30,0.027154,3.5406,0
101,4,10000,95.12,29,0.067414,7.2087,0
101,4,10000,95.12,0,0.009984,0.7764,0
101,4,10000,95.12,17,0.004047,0.3957,0
101,4,10000,95.12,18,0.013934,1.0902,0
101,4,10000,95.12,25,0.009607,1.1711,0
101,4,10000,95.12,23,0.006796,0.8712,0
101,4,10000,95.12,1,0.013451,1.7291,0
101,4,10000,95.12,38,0.011161,1.1013,0
101,4,10000,95.12,19,0.002927,0.1795,0
101,4,10000,95.12,45,0.008976,0.8125,0
101,4,10000,95.12,41,0.00136,0.0758,0
101,4,10000,95.12,34,0.052108,5.4488,0
101,4,10000,95.12,15,0.016447,2.3458,0
101,4,10000,95.12,24,0.019833,1.4921,0
101,4,10000,95.12,10,0.012476,1.6907,0
101,4,10000,95.12,22,0.045275,3.4005,0
101,4,10000,95.12,13,0.012705,1.2002,0
101,4,10000,95.12,3,0.026324,1.4407,0
101,4,10000,95.12,31,0.009574,0.9711,0
101,4,10000,95.12,35,0.011264,0.7459,0
101,4,10000,95.12,17,0.024369,3.3749,0
101,4,10000,95.12,45,0.009938,1.2252,0
101,4,10000,95.12,33,0.03452,4.256,0
101,4,10000,95.12,4,0.001336,0.0708,0
101,4,10000,95.12,33,0.047011,6.1941,0
101,4,10000,95.12,10,0.016504,1.4003,0
101,4,10000,95.12,0,0.004177,0.521,0
101,4,10000,95.12,43,0.01048,0.7339,0
101,4,10000,95.12,32,0.074443,6.3237,0
101,4,10000,95.12,20,0.004601,0.5968,0
101,4,10000,95.12,17,0.048162,5.6469,0
101,4,10000,95.12,23,0.024075,1.9841,0
101,4,10000,95.12,38,0.011458,0.9243,0
101,4,10000,95.12,41,0.00748,0.6387,0
101,4,10000,95.12,10,0.011066,0.7222,0
101,4,10000,95.12,30,0.001477,0.1921,0
101,4,10000,95.12,5,0.014015,1.3596,0
101,4,10000,95.12,41,0.005333,0.3008,0
101,4,10000,95.12,8,0.016821,2.2683,0
101,4,10000,95.12,0,0.034635,4.2066,0
101,4,10000,95.12,43,0.044105,3.5277,0
101,4,10000,95.12,8,0.075121,4.2584,1
101,4,10000,95.12,28,0.004677,0.3347,0
101,4,10000,95.12,34,0.007574,0.8787,0
101,4,10000,95.12,44,0.042651,3.0722,0
101,4,10000,95.12,22,0.068046,8.0267,0
101,4,10000,95.12,47,0.019154,0.9548,0
101,4,10000,95.12,3,0.015141,1.1368,0
101,4,10000,95.12,36,0.009543,0.6245,0
101,4,10000,95.12,41,0.002191,0.2344,0
101,4,10000,95.12,19,0.020719,2.342,0
101,4,10000,95.12,39,0.046443,3.1505,0
101,4,10000,95.12,29,0.031439,3.2285,0
101,4,10000,95.12,0,0.003574,0.4009,1
101,4,10000,95.12,10,0.013386,1.63,0
101,4,10000,95.12,34,0.003119,0.399,0
101,4,10000,95.12,35,0.010385,0.5282,0
101,4,10000,95.12,45,0.010655,0.7399,0
101,4,10000,95.12,36,0.048237,6.5115,0
101,4,10000,95.12,11,0.020125,1.2098,0
101,4,10000,95.12,24,0.010026,0.5426,0
